id,slug,title,status,author_id,saved_byline_before,linked_user_id,live_display_name,link_state,proposed_saved_byline_after,proposed_link_change
414,googlebook-canada-release-date-what-to-check,Googlebook Arrives in Canada on October 5,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
415,alberta-data-centres-power-grid-cost-rules,Alberta’s Data-Centre Boom Needs Clear Power Rules,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
416,ai-shopping-agents-fraud-payment-risks,Banks Warn AI Shopping Agents Can Complicate Fraud Claims,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
417,stop-apps-using-precise-location-iphone-android,Stop Apps From Using Your Precise Location,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
418,set-up-passkeys-with-recovery-backup,Set Up Passkeys Without Locking Yourself Out,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
419,activision-next-halo-xbox-cuts-268-jobs,Activision Will Build the Next Halo as Xbox Cuts 268 Jobs,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
420,us-australia-online-safety-bill-censorship,The US Calls Australia’s Online-Safety Bill Censorship,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
421,claude-opus-5-5-pricing-safety-routing,Claude Opus 5.5 Lowers Prices and Adds Safety Routing,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
422,check-canadian-credit-reports-unknown-accounts,Check Your Canadian Credit Reports for Accounts You Don’t Know,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
423,report-scam-text-canada-7726,Report a Scam Text in Canada Without Opening Its Link,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
